q_0.2,q_0.35,q_0.5,q_0.6,q_0.7,q_0.75,q_0.8,q_0.85,q_0.9,q_0.925,q_0.95,q_0.975,predictions,prob_exceed_280,risk_label
5.0,5.0,6.0,7.0,7.0,13.0,13.0,13.0,13.0,68.0,68.0,91.0,13.0,0.0,SAFE
5.0,6.0,6.0,6.0,13.0,13.0,13.0,13.0,13.0,46.0,46.0,47.0,13.0,0.0,SAFE
6.0,6.0,16.0,21.0,21.0,21.0,21.0,55.0,55.0,55.0,55.0,55.0,21.0,0.0,SAFE
5.0,6.0,7.0,12.0,12.0,20.0,20.0,20.0,20.0,25.0,25.0,57.0,20.0,0.0,SAFE
5.0,5.0,5.0,5.0,9.0,9.0,9.0,10.0,11.0,11.0,11.0,59.0,9.0,0.0,SAFE
5.0,5.0,5.0,7.0,10.0,10.0,10.0,10.0,13.0,18.0,18.0,55.0,10.0,0.0,SAFE
7.0,7.0,26.0,26.0,27.0,36.0,50.0,99.0,99.0,99.0,99.0,229.0,43.0,0.0,SAFE
7.0,9.0,18.0,31.0,31.0,31.0,31.0,31.0,31.0,40.0,40.0,54.0,31.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,14.0,14.0,22.0,6.0,0.0,SAFE
6.0,6.0,18.0,42.0,46.0,47.0,89.0,89.0,96.0,96.0,96.0,96.0,68.0,0.0,SAFE
5.0,5.0,7.0,8.0,8.0,20.0,20.0,20.0,20.0,30.0,30.0,73.0,20.0,0.0,SAFE
6.0,10.0,10.0,13.0,22.0,22.0,26.0,26.0,26.0,44.0,104.0,104.0,24.0,0.0,SAFE
5.0,5.0,5.0,5.0,14.0,16.0,16.0,16.0,44.0,44.0,44.0,44.0,16.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,12.0,13.0,15.0,27.0,37.0,6.0,0.0,SAFE
5.0,5.0,6.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,15.0,41.0,10.0,0.0,SAFE
8.0,18.0,18.0,22.0,23.0,23.0,23.0,34.0,34.0,40.0,40.0,65.0,23.0,0.0,SAFE
5.0,5.0,6.0,10.0,15.0,18.0,18.0,18.0,18.0,63.0,63.0,63.0,18.0,0.0,SAFE
5.0,5.0,6.0,10.0,10.0,15.0,15.0,15.0,16.0,16.0,16.0,62.0,15.0,0.0,SAFE
14.0,58.0,77.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,143.0,170.0,143.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,12.0,12.0,16.0,46.0,66.0,66.0,9.0,0.0,SAFE
5.0,6.0,7.0,10.0,10.0,10.0,10.0,10.0,14.0,16.0,16.0,80.0,10.0,0.0,SAFE
23.0,113.0,165.0,264.0,264.0,264.0,264.0,264.0,264.0,264.0,632.0,632.0,264.0,0.07390376406674426,SAFE
5.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,14.0,18.0,18.0,77.0,8.0,0.0,SAFE
5.0,5.0,14.0,31.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,96.0,46.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,10.0,10.0,15.0,32.0,65.0,109.0,8.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,9.0,16.0,16.0,28.0,28.0,69.0,8.0,0.0,SAFE
6.0,6.0,7.0,20.0,22.0,22.0,22.0,22.0,26.0,34.0,66.0,78.0,22.0,0.0,SAFE
7.0,8.0,17.0,35.0,51.0,51.0,51.0,78.0,94.0,94.0,94.0,94.0,51.0,0.0,SAFE
6.0,8.0,20.0,21.0,21.0,25.0,50.0,64.0,64.0,64.0,65.0,71.0,38.0,0.0,SAFE
10.0,10.0,23.0,41.0,43.0,47.0,47.0,47.0,75.0,76.0,76.0,83.0,47.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,8.0,8.0,8.0,55.0,55.0,55.0,78.0,8.0,0.0,SAFE
5.0,7.0,14.0,36.0,36.0,43.0,52.0,66.0,84.0,84.0,84.0,84.0,48.0,0.0,SAFE
5.0,16.0,31.0,51.0,56.0,56.0,174.0,174.0,174.0,174.0,174.0,174.0,115.0,0.0,SAFE
9.0,62.0,267.0,297.0,341.0,342.0,342.0,342.0,342.0,342.0,342.0,375.0,342.0,0.45666666666666667,EXCEED
6.0,7.0,9.0,10.0,12.0,12.0,13.0,22.0,22.0,22.0,31.0,124.0,12.0,0.0,SAFE
9.0,9.0,29.0,56.0,56.0,69.0,77.0,98.0,113.0,113.0,113.0,113.0,73.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,8.0,8.0,22.0,26.0,26.0,135.0,135.0,8.0,0.0,SAFE
5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,9.0,15.0,16.0,80.0,7.0,0.0,SAFE
6.0,6.0,12.0,30.0,30.0,37.0,49.0,58.0,58.0,58.0,58.0,123.0,43.0,0.0,SAFE
5.0,12.0,19.0,38.0,38.0,38.0,38.0,38.0,48.0,48.0,48.0,117.0,38.0,0.0,SAFE
5.0,22.0,25.0,47.0,76.0,76.0,135.0,135.0,135.0,135.0,135.0,203.0,106.0,0.0,SAFE
8.0,8.0,10.0,13.0,13.0,13.0,22.0,22.0,26.0,34.0,34.0,51.0,17.0,0.0,SAFE
5.0,6.0,9.0,10.0,10.0,10.0,10.0,10.0,25.0,33.0,33.0,54.0,10.0,0.0,SAFE
23.0,163.0,260.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,353.0,0.4784172661870504,EXCEED
15.0,37.0,66.0,66.0,78.0,78.0,78.0,139.0,189.0,189.0,189.0,189.0,78.0,0.0,SAFE
7.0,10.0,12.0,12.0,19.0,67.0,67.0,67.0,67.0,67.0,67.0,207.0,67.0,0.0,SAFE
5.0,8.0,14.0,76.0,76.0,76.0,76.0,76.0,207.0,207.0,207.0,410.0,76.0,0.0410098522167488,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,15.0,15.0,18.0,36.0,67.0,6.0,0.0,SAFE
5.0,6.0,6.0,6.0,6.0,6.0,7.0,10.0,10.0,14.0,22.0,86.0,7.0,0.0,SAFE
5.0,6.0,10.0,11.0,15.0,15.0,15.0,19.0,38.0,38.0,38.0,65.0,15.0,0.0,SAFE
5.0,5.0,9.0,9.0,16.0,16.0,16.0,16.0,16.0,22.0,22.0,35.0,16.0,0.0,SAFE
59.0,485.0,3288.0,6825.0,6902.0,8638.0,8638.0,9802.0,10002.0,10002.0,10002.0,10002.0,8638.0,0.7221830985915493,EXCEED
5.0,5.0,5.0,14.0,17.0,42.0,42.0,42.0,70.0,135.0,135.0,190.0,42.0,0.0,SAFE
5.0,5.0,16.0,16.0,29.0,29.0,38.0,55.0,55.0,55.0,55.0,83.0,34.0,0.0,SAFE
10.0,10.0,33.0,58.0,61.0,61.0,75.0,99.0,99.0,99.0,99.0,99.0,68.0,0.0,SAFE
6.0,8.0,20.0,104.0,157.0,157.0,178.0,183.0,183.0,210.0,210.0,210.0,168.0,0.0,SAFE
6.0,6.0,9.0,29.0,43.0,65.0,90.0,90.0,90.0,90.0,90.0,97.0,78.0,0.0,SAFE
9.0,9.0,23.0,75.0,95.0,140.0,140.0,175.0,202.0,202.0,202.0,202.0,140.0,0.0,SAFE
5.0,16.0,21.0,39.0,39.0,39.0,39.0,39.0,128.0,128.0,133.0,326.0,39.0,0.03095854922279795,SAFE
7.0,12.0,14.0,55.0,83.0,133.0,136.0,329.0,329.0,329.0,355.0,414.0,134.0,0.16269430051813472,SAFE
6.0,12.0,47.0,51.0,51.0,51.0,51.0,113.0,113.0,113.0,113.0,113.0,51.0,0.0,SAFE
25.0,124.0,146.0,185.0,200.0,292.0,292.0,478.0,478.0,478.0,478.0,478.0,292.0,0.25652173913043474,EXCEED
6.0,11.0,20.0,20.0,20.0,25.0,25.0,25.0,25.0,25.0,25.0,125.0,25.0,0.0,SAFE
5.0,6.0,6.0,9.0,13.0,14.0,14.0,14.0,56.0,56.0,56.0,56.0,14.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,18.0,18.0,30.0,60.0,8.0,0.0,SAFE
5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,30.0,30.0,58.0,7.0,0.0,SAFE
34.0,367.0,1140.0,2274.0,2280.0,2280.0,2501.0,2501.0,2501.0,2501.0,2501.0,2501.0,2391.0,0.6891891891891893,EXCEED
6.0,12.0,71.0,134.0,134.0,136.0,136.0,136.0,136.0,139.0,190.0,190.0,136.0,0.0,SAFE
5.0,9.0,21.0,30.0,36.0,41.0,41.0,59.0,59.0,66.0,66.0,110.0,41.0,0.0,SAFE
6.0,12.0,22.0,52.0,60.0,60.0,60.0,87.0,87.0,87.0,87.0,205.0,60.0,0.0,SAFE
5.0,5.0,10.0,10.0,10.0,10.0,16.0,16.0,16.0,37.0,37.0,86.0,13.0,0.0,SAFE
5.0,5.0,5.0,13.0,23.0,23.0,23.0,23.0,23.0,23.0,68.0,68.0,23.0,0.0,SAFE
5.0,5.0,6.0,10.0,12.0,12.0,12.0,44.0,44.0,44.0,44.0,133.0,12.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,19.0,19.0,19.0,19.0,19.0,42.0,60.0,19.0,0.0,SAFE
6.0,6.0,27.0,48.0,79.0,81.0,98.0,98.0,98.0,124.0,124.0,124.0,89.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,12.0,12.0,12.0,16.0,16.0,58.0,9.0,0.0,SAFE
5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,25.0,25.0,61.0,7.0,0.0,SAFE
8.0,8.0,18.0,32.0,34.0,34.0,75.0,90.0,90.0,90.0,90.0,116.0,54.0,0.0,SAFE
5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,18.0,58.0,58.0,58.0,7.0,0.0,SAFE
7.0,14.0,32.0,113.0,113.0,113.0,180.0,180.0,180.0,180.0,180.0,180.0,146.0,0.0,SAFE
6.0,6.0,17.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,54.0,78.0,27.0,0.0,SAFE
7.0,12.0,29.0,53.0,53.0,53.0,53.0,74.0,74.0,132.0,132.0,416.0,53.0,0.03695079086115993,SAFE
5.0,7.0,9.0,9.0,16.0,23.0,28.0,50.0,50.0,50.0,50.0,101.0,26.0,0.0,SAFE
6.0,6.0,14.0,37.0,54.0,92.0,134.0,144.0,144.0,169.0,169.0,169.0,113.0,0.0,SAFE
5.0,7.0,19.0,20.0,21.0,21.0,21.0,26.0,32.0,32.0,32.0,74.0,21.0,0.0,SAFE
15.0,87.0,313.0,321.0,322.0,350.0,350.0,473.0,473.0,473.0,473.0,473.0,350.0,0.5219026548672566,EXCEED
5.0,5.0,5.0,5.0,6.0,10.0,10.0,10.0,13.0,18.0,54.0,91.0,10.0,0.0,SAFE
5.0,8.0,10.0,12.0,28.0,41.0,41.0,66.0,66.0,66.0,66.0,85.0,41.0,0.0,SAFE
5.0,5.0,7.0,7.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,124.0,24.0,0.0,SAFE
5.0,5.0,6.0,9.0,9.0,9.0,9.0,9.0,24.0,24.0,46.0,141.0,9.0,0.0,SAFE
8.0,8.0,13.0,28.0,28.0,28.0,35.0,43.0,43.0,43.0,43.0,80.0,32.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,10.0,14.0,14.0,58.0,9.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,24.0,24.0,34.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,19.0,19.0,32.0,5.0,0.0,SAFE
5.0,7.0,11.0,30.0,30.0,31.0,47.0,47.0,47.0,47.0,47.0,62.0,39.0,0.0,SAFE
5.0,6.0,8.0,9.0,11.0,13.0,13.0,13.0,19.0,21.0,21.0,49.0,13.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,10.0,10.0,14.0,14.0,20.0,32.0,8.0,0.0,SAFE
5.0,7.0,20.0,42.0,68.0,75.0,76.0,76.0,110.0,110.0,110.0,110.0,75.0,0.0,SAFE
32.0,283.0,784.0,1031.0,1031.0,1031.0,1031.0,1031.0,1043.0,1046.0,1046.0,1157.0,1031.0,0.651792828685259,EXCEED
5.0,5.0,6.0,6.0,6.0,12.0,12.0,88.0,94.0,94.0,100.0,100.0,12.0,0.0,SAFE
6.0,8.0,20.0,22.0,22.0,22.0,22.0,22.0,45.0,45.0,45.0,87.0,22.0,0.0,SAFE
6.0,7.0,24.0,64.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,0.0,SAFE
6.0,11.0,34.0,73.0,75.0,181.0,190.0,238.0,238.0,238.0,238.0,238.0,186.0,0.0,SAFE
6.0,9.0,20.0,30.0,30.0,30.0,30.0,30.0,33.0,40.0,40.0,59.0,30.0,0.0,SAFE
6.0,6.0,15.0,37.0,37.0,41.0,60.0,76.0,76.0,76.0,76.0,85.0,50.0,0.0,SAFE
32.0,188.0,341.0,341.0,429.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,487.0,0.5598039215686275,EXCEED
5.0,7.0,10.0,11.0,14.0,14.0,14.0,14.0,15.0,18.0,43.0,57.0,14.0,0.0,SAFE
7.0,7.0,22.0,47.0,59.0,77.0,119.0,119.0,119.0,124.0,124.0,124.0,98.0,0.0,SAFE
5.0,5.0,6.0,11.0,11.0,11.0,11.0,19.0,45.0,45.0,45.0,132.0,11.0,0.0,SAFE
27.0,174.0,445.0,494.0,543.0,659.0,748.0,774.0,774.0,774.0,774.0,774.0,704.0,0.5913284132841329,EXCEED
5.0,6.0,7.0,10.0,10.0,24.0,24.0,24.0,114.0,280.0,280.0,315.0,24.0,0.07507507507507505,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,8.0,8.0,26.0,26.0,115.0,6.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,7.0,7.0,7.0,7.0,18.0,18.0,89.0,7.0,0.0,SAFE
7.0,7.0,16.0,20.0,20.0,24.0,24.0,27.0,27.0,27.0,27.0,60.0,24.0,0.0,SAFE
6.0,9.0,17.0,41.0,41.0,42.0,45.0,45.0,45.0,45.0,45.0,50.0,44.0,0.0,SAFE
6.0,7.0,10.0,10.0,11.0,11.0,11.0,14.0,17.0,17.0,17.0,66.0,11.0,0.0,SAFE
8.0,8.0,11.0,22.0,22.0,22.0,32.0,32.0,41.0,41.0,41.0,69.0,27.0,0.0,SAFE
5.0,5.0,5.0,13.0,24.0,24.0,34.0,34.0,34.0,34.0,34.0,80.0,29.0,0.0,SAFE
9.0,9.0,39.0,74.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,0.0,SAFE
5.0,5.0,5.0,6.0,7.0,7.0,7.0,10.0,14.0,36.0,59.0,67.0,7.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,17.0,29.0,71.0,6.0,0.0,SAFE
9.0,11.0,16.0,27.0,40.0,40.0,40.0,40.0,40.0,40.0,41.0,61.0,40.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,6.0,6.0,10.0,16.0,16.0,17.0,33.0,6.0,0.0,SAFE
39.0,549.0,3436.0,6158.0,6975.0,7921.0,8716.0,10125.0,10125.0,10125.0,10125.0,10125.0,8318.0,0.7291176470588235,EXCEED
9.0,10.0,12.0,95.0,95.0,95.0,117.0,118.0,118.0,118.0,118.0,304.0,106.0,0.028234501347708885,SAFE
5.0,6.0,6.0,6.0,13.0,19.0,57.0,57.0,57.0,57.0,57.0,96.0,38.0,0.0,SAFE
5.0,5.0,8.0,9.0,19.0,19.0,19.0,19.0,19.0,38.0,38.0,54.0,19.0,0.0,SAFE
5.0,10.0,16.0,16.0,16.0,16.0,16.0,97.0,97.0,97.0,97.0,430.0,16.0,0.03626126126126128,SAFE
10.0,10.0,10.0,12.0,12.0,34.0,34.0,36.0,36.0,39.0,39.0,39.0,34.0,0.0,SAFE
5.0,7.0,10.0,20.0,20.0,20.0,23.0,23.0,23.0,61.0,61.0,61.0,22.0,0.0,SAFE
7.0,11.0,22.0,86.0,93.0,111.0,130.0,130.0,130.0,130.0,130.0,130.0,121.0,0.0,SAFE
5.0,10.0,10.0,11.0,11.0,11.0,32.0,58.0,58.0,58.0,58.0,114.0,21.0,0.0,SAFE
6.0,15.0,18.0,45.0,62.0,62.0,62.0,62.0,62.0,64.0,64.0,109.0,62.0,0.0,SAFE
5.0,5.0,5.0,5.0,8.0,9.0,12.0,12.0,16.0,30.0,30.0,66.0,10.0,0.0,SAFE
28.0,219.0,386.0,715.0,715.0,715.0,715.0,931.0,931.0,931.0,1072.0,1111.0,715.0,0.5952095808383233,EXCEED
6.0,8.0,19.0,20.0,20.0,23.0,26.0,26.0,26.0,26.0,26.0,35.0,24.0,0.0,SAFE
6.0,7.0,10.0,15.0,15.0,27.0,27.0,27.0,27.0,43.0,43.0,79.0,27.0,0.0,SAFE
5.0,6.0,6.0,6.0,11.0,11.0,17.0,17.0,17.0,22.0,22.0,86.0,14.0,0.0,SAFE
15.0,79.0,115.0,267.0,282.0,282.0,294.0,370.0,370.0,370.0,370.0,370.0,288.0,0.31333333333333335,EXCEED
6.0,11.0,37.0,52.0,53.0,60.0,72.0,82.0,82.0,82.0,140.0,140.0,66.0,0.0,SAFE
6.0,7.0,10.0,12.0,12.0,12.0,19.0,21.0,21.0,34.0,54.0,88.0,16.0,0.0,SAFE
6.0,10.0,10.0,12.0,12.0,15.0,32.0,32.0,32.0,40.0,40.0,105.0,24.0,0.0,SAFE
10.0,13.0,31.0,31.0,32.0,37.0,41.0,41.0,41.0,41.0,164.0,164.0,39.0,0.0,SAFE
5.0,5.0,7.0,10.0,18.0,22.0,22.0,22.0,22.0,22.0,36.0,86.0,22.0,0.0,SAFE
17.0,59.0,114.0,114.0,234.0,234.0,234.0,269.0,507.0,507.0,507.0,507.0,234.0,0.1476866456361725,SAFE
8.0,56.0,69.0,116.0,123.0,123.0,125.0,164.0,164.0,164.0,164.0,164.0,124.0,0.0,SAFE
6.0,6.0,10.0,11.0,11.0,13.0,14.0,29.0,29.0,29.0,29.0,82.0,14.0,0.0,SAFE
8.0,8.0,11.0,11.0,11.0,11.0,11.0,17.0,17.0,17.0,17.0,80.0,11.0,0.0,SAFE
19.0,76.0,191.0,313.0,313.0,318.0,509.0,509.0,509.0,585.0,585.0,585.0,413.0,0.42704918032786887,EXCEED
6.0,10.0,19.0,33.0,44.0,44.0,46.0,46.0,46.0,46.0,57.0,111.0,45.0,0.0,SAFE
21.0,143.0,238.0,703.0,1005.0,1088.0,1088.0,1350.0,1350.0,1350.0,1350.0,1350.0,1088.0,0.49096774193548387,EXCEED
7.0,9.0,24.0,32.0,32.0,32.0,47.0,47.0,47.0,47.0,47.0,99.0,39.0,0.0,SAFE
17.0,33.0,76.0,116.0,117.0,119.0,130.0,286.0,286.0,286.0,286.0,286.0,124.0,0.15186136071887035,SAFE
9.0,10.0,12.0,12.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,53.0,21.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,25.0,91.0,118.0,118.0,6.0,0.0,SAFE
7.0,18.0,20.0,57.0,57.0,57.0,58.0,58.0,71.0,71.0,71.0,90.0,58.0,0.0,SAFE
20.0,95.0,257.0,257.0,277.0,282.0,282.0,482.0,482.0,482.0,482.0,482.0,282.0,0.2727272727272727,EXCEED
8.0,10.0,10.0,14.0,18.0,18.0,19.0,19.0,19.0,30.0,32.0,79.0,18.0,0.0,SAFE
16.0,79.0,132.0,132.0,132.0,159.0,159.0,159.0,159.0,159.0,159.0,566.0,159.0,0.04257476444080299,SAFE
16.0,31.0,53.0,53.0,53.0,146.0,190.0,190.0,190.0,190.0,190.0,190.0,168.0,0.0,SAFE
39.0,197.0,557.0,573.0,608.0,608.0,608.0,608.0,823.0,992.0,992.0,992.0,608.0,0.6154166666666667,EXCEED
31.0,134.0,805.0,1348.0,1348.0,1827.0,2577.0,2600.0,3463.0,3463.0,3463.0,3466.0,2202.0,0.6173621460506706,EXCEED
25.0,135.0,694.0,694.0,794.0,1249.0,1284.0,1346.0,1346.0,2065.0,2261.0,2433.0,1266.0,0.6111260053619303,EXCEED
95.0,660.0,1487.0,3458.0,3458.0,4141.0,4825.0,5197.0,5197.0,5197.0,5197.0,5197.0,4483.0,0.7508849557522124,EXCEED
5.0,5.0,5.0,8.0,8.0,18.0,19.0,19.0,19.0,22.0,28.0,103.0,18.0,0.0,SAFE
11.0,22.0,22.0,42.0,42.0,91.0,91.0,91.0,91.0,91.0,199.0,316.0,91.0,0.03269230769230769,SAFE
5.0,5.0,5.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,16.0,144.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,23.0,23.0,23.0,23.0,23.0,23.0,84.0,23.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,6.0,13.0,13.0,16.0,33.0,33.0,60.0,10.0,0.0,SAFE
20.0,33.0,55.0,55.0,61.0,112.0,112.0,112.0,155.0,155.0,155.0,155.0,112.0,0.0,SAFE
7.0,7.0,10.0,19.0,22.0,26.0,26.0,28.0,28.0,28.0,28.0,88.0,26.0,0.0,SAFE
5.0,5.0,6.0,6.0,7.0,9.0,17.0,24.0,24.0,24.0,24.0,177.0,13.0,0.0,SAFE
5.0,5.0,5.0,7.0,12.0,12.0,13.0,40.0,40.0,40.0,40.0,83.0,12.0,0.0,SAFE
5.0,5.0,6.0,6.0,8.0,8.0,9.0,13.0,28.0,28.0,60.0,79.0,8.0,0.0,SAFE
5.0,5.0,6.0,9.0,15.0,16.0,16.0,16.0,16.0,18.0,39.0,76.0,16.0,0.0,SAFE
6.0,7.0,9.0,10.0,11.0,11.0,16.0,16.0,16.0,61.0,61.0,93.0,13.0,0.0,SAFE
5.0,5.0,6.0,6.0,6.0,6.0,10.0,11.0,16.0,16.0,24.0,55.0,8.0,0.0,SAFE
5.0,6.0,10.0,10.0,13.0,13.0,19.0,26.0,34.0,34.0,34.0,60.0,16.0,0.0,SAFE
5.0,5.0,16.0,16.0,20.0,26.0,42.0,136.0,147.0,152.0,152.0,158.0,34.0,0.0,SAFE
5.0,9.0,9.0,11.0,12.0,18.0,25.0,25.0,25.0,25.0,25.0,111.0,21.0,0.0,SAFE
5.0,5.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,11.0,24.0,83.0,8.0,0.0,SAFE
5.0,5.0,12.0,12.0,14.0,14.0,14.0,14.0,19.0,19.0,26.0,117.0,14.0,0.0,SAFE
5.0,6.0,6.0,8.0,9.0,9.0,9.0,9.0,9.0,24.0,32.0,91.0,9.0,0.0,SAFE
5.0,5.0,5.0,7.0,8.0,9.0,9.0,9.0,37.0,44.0,44.0,91.0,9.0,0.0,SAFE
5.0,5.0,5.0,5.0,6.0,7.0,7.0,12.0,27.0,27.0,27.0,108.0,7.0,0.0,SAFE
17.0,36.0,89.0,112.0,199.0,245.0,309.0,330.0,330.0,330.0,330.0,330.0,277.0,0.22265625,EXCEED
5.0,5.0,9.0,14.0,18.0,18.0,25.0,34.0,34.0,34.0,81.0,151.0,22.0,0.0,SAFE
6.0,7.0,36.0,36.0,66.0,134.0,528.0,532.0,726.0,839.0,839.0,839.0,331.0,0.23147208121827412,EXCEED
5.0,15.0,44.0,48.0,48.0,66.0,66.0,126.0,126.0,126.0,126.0,126.0,66.0,0.0,SAFE
5.0,5.0,7.0,13.0,13.0,13.0,19.0,19.0,20.0,20.0,23.0,100.0,16.0,0.0,SAFE
6.0,6.0,10.0,10.0,10.0,22.0,22.0,22.0,22.0,82.0,132.0,145.0,22.0,0.0,SAFE
5.0,9.0,21.0,21.0,36.0,36.0,71.0,75.0,105.0,105.0,105.0,105.0,53.0,0.0,SAFE
5.0,5.0,7.0,9.0,9.0,14.0,16.0,74.0,74.0,74.0,80.0,207.0,15.0,0.0,SAFE
5.0,7.0,7.0,7.0,7.0,10.0,10.0,13.0,13.0,13.0,30.0,124.0,10.0,0.0,SAFE
5.0,5.0,6.0,8.0,10.0,10.0,11.0,11.0,16.0,16.0,26.0,207.0,10.0,0.0,SAFE
5.0,10.0,14.0,14.0,14.0,14.0,25.0,25.0,25.0,36.0,53.0,119.0,19.0,0.0,SAFE
5.0,6.0,6.0,9.0,16.0,16.0,16.0,16.0,19.0,19.0,34.0,85.0,16.0,0.0,SAFE
6.0,6.0,8.0,8.0,8.0,10.0,48.0,61.0,112.0,112.0,112.0,112.0,29.0,0.0,SAFE
5.0,5.0,5.0,8.0,10.0,13.0,13.0,13.0,13.0,14.0,29.0,86.0,13.0,0.0,SAFE
8.0,8.0,15.0,15.0,27.0,27.0,50.0,52.0,61.0,61.0,61.0,61.0,38.0,0.0,SAFE
15.0,90.0,90.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,127.0,514.0,127.0,0.0401065203357005,SAFE
5.0,5.0,34.0,46.0,46.0,46.0,75.0,75.0,75.0,75.0,75.0,300.0,61.0,0.027224199288256257,SAFE
5.0,5.0,5.0,6.0,6.0,8.0,8.0,11.0,26.0,26.0,26.0,64.0,8.0,0.0,SAFE
5.0,5.0,7.0,10.0,10.0,10.0,11.0,44.0,44.0,44.0,44.0,58.0,10.0,0.0,SAFE
5.0,5.0,6.0,13.0,20.0,20.0,27.0,27.0,36.0,36.0,36.0,109.0,23.0,0.0,SAFE
106.0,240.0,240.0,240.0,240.0,240.0,619.0,619.0,746.0,746.0,746.0,746.0,429.0,0.24467580390089616,EXCEED
5.0,5.0,6.0,6.0,6.0,8.0,26.0,39.0,39.0,121.0,121.0,121.0,17.0,0.0,SAFE
5.0,10.0,22.0,61.0,61.0,89.0,89.0,89.0,89.0,89.0,142.0,151.0,89.0,0.0,SAFE
5.0,5.0,11.0,19.0,24.0,208.0,246.0,421.0,853.0,1006.0,1040.0,1072.0,227.0,0.19028571428571428,EXCEED
5.0,5.0,5.0,5.0,24.0,24.0,24.0,24.0,38.0,38.0,48.0,167.0,24.0,0.0,SAFE
5.0,9.0,11.0,12.0,20.0,20.0,21.0,24.0,24.0,46.0,46.0,86.0,20.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,10.0,11.0,36.0,36.0,36.0,36.0,159.0,10.0,0.0,SAFE
5.0,7.0,7.0,8.0,8.0,8.0,19.0,19.0,19.0,19.0,41.0,102.0,13.0,0.0,SAFE
5.0,7.0,7.0,7.0,7.0,17.0,17.0,17.0,17.0,20.0,20.0,81.0,17.0,0.0,SAFE
10.0,13.0,13.0,38.0,38.0,48.0,48.0,48.0,48.0,48.0,67.0,157.0,48.0,0.0,SAFE
8.0,8.0,15.0,15.0,15.0,15.0,15.0,74.0,74.0,74.0,81.0,146.0,15.0,0.0,SAFE
5.0,16.0,20.0,30.0,30.0,49.0,49.0,49.0,49.0,49.0,50.0,147.0,49.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,19.0,19.0,19.0,19.0,19.0,19.0,91.0,19.0,0.0,SAFE
5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,12.0,12.0,14.0,66.0,5.0,0.0,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,16.0,26.0,61.0,6.0,0.0,SAFE
5.0,5.0,5.0,8.0,8.0,13.0,15.0,15.0,15.0,15.0,33.0,62.0,14.0,0.0,SAFE
7.0,9.0,9.0,42.0,42.0,65.0,65.0,65.0,65.0,65.0,283.0,299.0,65.0,0.050344352617079924,SAFE
5.0,5.0,5.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,13.0,72.0,6.0,0.0,SAFE
